"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","1,404,789","-","-","-"
"1","냉동명태","러시아","2016-10-17","1,348,394","불검출","불검출","적합"
"2","냉동명태(F)","러시아","2016-10-17","12,730","불검출","불검출","적합"
"3","냉동대구","러시아","2016-10-17","3,415","불검출","불검출","적합"
"4","냉동가자미
(각시가자미)","러시아","2016-10-17","18,250","불검출","불검출","적합"
"5","냉동명태","러시아","2016-10-17","22,000","불검출","불검출","적합"
