"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"18","냉장갈치","와카야마현","2016-05-11","5,131","불검출","불검출","적합"
"19","냉장갈치","에히메현","2016-05-11","1,980","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-05-11","6,708","불검출","불검출","적합"
"21","냉장가오리","에히메현","2016-05-11","260","불검출","불검출","적합"
"22","냉장대구","홋카이도","2016-05-11","324","불검출","불검출","적합"
"23","냉장돔(감성돔)","후쿠오카현","2016-05-11","275","불검출","불검출","적합"
"24","냉장돔(황돔)","야마구치현","2016-05-11","150","불검출","불검출","적합"
"25","활가리비","홋카이도","2016-05-11","6,970","불검출","불검출","적합"
"26","냉장홍어","야마구치현","2016-05-11","160","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2016-05-11","3,792","불검출","불검출","적합"
"28","활가리비","홋카이도","2016-05-11","7,070","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2016-05-11","3,116","불검출","불검출","적합"
"30","활꼬막(새꼬막)","사가현","2016-05-11","2,000","불검출","불검출","적합"
