"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","186","1,093,735","1","34,230","139","1,006,137","0","0","46","53,278"
"5.2","103","186,206","1","34,230","80","131,501","0","0","22","20,385"
"5.3","83","907,529","0","0","59","874,636","0","0","24","32,893"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
