"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2016-04-26","3,744","불검출","불검출","적합"
"18","냉장가오리","야마구치현","2016-04-26","60","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2016-04-26","1,153","불검출","불검출","적합"
"20","활가리비","홋카이도","2016-04-26","6,893","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-04-26","1,800","불검출","불검출","적합"
"22","냉장가오리","에히메현","2016-04-26","260","불검출","불검출","적합"
"23","냉장대구","홋카이도","2016-04-26","240","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-04-26","3,744","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-04-26","1,908","불검출","불검출","적합"
"26","냉장홍어","홋카이도","2016-04-26","659","불검출","불검출","적합"
"27","냉장대구","홋카이도","2016-04-26","240","불검출","불검출","적합"
"28","활꼬막","사가현","2016-04-26","1,520","불검출","불검출","적합"
"29","활돔 돌돔(
)","미야자키현","2016-04-26","765","불검출","불검출","적합"
"30","냉장갈치","에히메현","2016-04-26","496","불검출","불검출","적합"
"31","냉장갈치","효고현","2016-04-26","694","불검출","불검출","적합"
"32","활가리비","홋카이도","2016-04-26","7,092","불검출","불검출","적합"
