"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"33","냉장갈치","와카야마현","2016-04-27","1,232","불검출","불검출","적합"
"34","냉장준치","구마모토현","2016-04-27","98","불검출","불검출","적합"
"35","냉장명태","홋카이도","2016-04-27","3,393","불검출","불검출","적합"
"36","냉장대구","홋카이도","2016-04-27","960","불검출","불검출","적합"
"37","활가리비","홋카이도","2016-04-27","6,977","불검출","불검출","적합"
"38","냉장홍어","홋카이도","2016-04-27","210","불검출","불검출","적합"
"39","활가리비","홋카이도","2016-04-27","6,970","불검출","불검출","적합"
"40","냉장명태","홋카이도","2016-04-27","3,380","불검출","불검출","적합"
"41","냉장대구","홋카이도","2016-04-27","960","불검출","불검출","적합"
"42","냉장명태","홋카이도","2016-04-27","1,800","불검출","불검출","적합"
"43","냉장갈치","와카야마현","2016-04-27","1,200","불검출","불검출","적합"
"44","냉장갈치","와카야마현","2016-04-27","720","불검출","불검출","적합"
"45","활가리비","홋카이도","2016-04-27","6,932","불검출","불검출","적합"
"46","활가리비","홋카이도","2016-04-27","6,970","불검출","불검출","적합"
"47","활가리비","홋카이도","2016-04-27","6,973","불검출","불검출","적합"
