"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장갈치","와카야마현","2016-04-27","2,320","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-04-27","1,668","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2016-04-27","6,982","불검출","불검출","적합"
"20","냉장홍어","야마구치현","2016-04-27","260","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-04-27","1,800","불검출","불검출","적합"
"22","활장어 먹장어
(
)","후쿠이현","2016-04-27","2,933","불검출","불검출","적합"
"23","활돔 벵에돔
(
)","사가현","2016-04-27","1,571","불검출","불검출","적합"
"24","활돔 돌돔(
)","미에현","2016-04-27","456","불검출","불검출","적합"
"25","활가리비","홋카이도","2016-04-27","7,043","불검출","불검출","적합"
"26","활낙지","후쿠오카현","2016-04-27","768","불검출","불검출","적합"
"27","활돔 돌돔(
)","나가사키현","2016-04-27","871","불검출","불검출","적합"
"28","활게 참게(
)","야마구치현","2016-04-27","731","불검출","불검출","적합"
"29","활가리비","홋카이도","2016-04-27","7,075","불검출","불검출","적합"
"30","냉장갈치","와카야마현","2016-04-27","1,448","불검출","불검출","적합"
"31","활가리비","홋카이도","2016-04-27","6,959","불검출","불검출","적합"
"32","냉장갈치","히로시마현","2016-04-27","200","불검출","불검출","적합"
