"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","25건","-","-","86,841","-","-","-"
"1","활가리비","홋카이도","2014-7-2","6,800","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-7-2","7,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-7-2","7,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2014-7-2","6,140","불검출","불검출","적합"
"5","활가리비","홋카이도","2014-7-2","7,000","불검출","불검출","적합"
"6","활가리비","홋카이도","2014-7-2","6,300","불검출","불검출","적합"
"7","활가리비","홋카이도","2014-7-2","3,800","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2014-7-2","12,014","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2014-7-2","2,200","불검출","불검출","적합"
"10","냉장준치","야마구치현","2014-7-2","148","불검출","불검출","적합"
"11","냉장가오리","야마구치현","2014-7-2","216","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2014-7-2","1,824","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2014-7-2","360","불검출","불검출","적합"
"14","활가리비","홋카이도","2014-7-2","11,448","불검출","불검출","적합"
"15","냉장갑오징어","야마구치현","2014-7-2","180","불검출","불검출","적합"
"16","냉장명태","홋카이도","2014-7-2","1,190","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2014-7-2","3,304","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2014-7-2","1,272","불검출","불검출","적합"
"19","냉장명태","홋카이도","2014-7-2","3,310","불검출","불검출","적합"
"20","냉장명태","홋카이도","2014-7-2","3,360","불검출","불검출","적합"
"21","냉장준치","구마모토현","2014-7-2","518","불검출","불검출","적합"
"22","냉장갈치","에히메현","2014-7-2","216","불검출","불검출","적합"
