"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","16건","-","-","39,347","-","-","-"
"1","활소라","나가사키현","2014-7-4","2,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-7-4","6,500","불검출","불검출","적합"
"3","냉장돔(황돔)","후쿠오카현","2014-7-4","100","불검출","불검출","적합"
"4","냉장돔(황돔)","나가사키현","2014-7-4","168","불검출","불검출","적합"
"5","냉장준치","야마구치현","2014-7-4","268","불검출","불검출","적합"
"6","냉장가오리","야마구치현","2014-7-4","96","불검출","불검출","적합"
"7","활가리비","홋카이도","2014-7-4","6,846","불검출","불검출","적합"
"8","냉장갈치","오이타현","2014-7-4","408","불검출","불검출","적합"
"9","냉장민어(수조기)","야마구치현","2014-7-4","159","불검출","불검출","적합"
"10","냉장홍어","야마구치현","2014-7-4","60","불검출","불검출","적합"
"11","냉장돔(참돔)","야마구치현","2014-7-4","170","불검출","불검출","적합"
"12","냉장돔(참돔)","후쿠오카현","2014-7-4","470","불검출","불검출","적합"
"13","냉장갈치","에히메현","2014-7-4","544","불검출","불검출","적합"
"14","활가리비","홋카이도","2014-7-4","13,505","불검출","불검출","적합"
"15","활가리비","홋카이도","2014-7-4","7,055","불검출","불검출","적합"
"16","활장어(붕장어)","나가사키현","2014-7-4","998","불검출","불검출","적합"
