"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","19건","-","-","40,354","-","-","-"
"1","활돔(참돔)","에히메현","2014-7-7","2,853","불검출","불검출","적합"
"2","활바리(능성어)","에히메현","2014-7-7","372","불검출","불검출","적합"
"3","냉장돔(황돔)","후쿠오카현","2014-7-7","319","불검출","불검출","적합"
"4","냉장돔(황돔)","후쿠오카현","2014-7-7","511","불검출","불검출","적합"
"5","활장어(먹장어)","나가사키현","2014-7-7","671","불검출","불검출","적합"
"6","냉장명태","홋카이도","2014-7-7","1,840","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2014-7-7","1,328","불검출","불검출","적합"
"8","냉장명태","홋카이도","2014-7-7","1,678","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2014-7-7","1,280","불검출","불검출","적합"
"10","냉장홍어","야마구치현","2014-7-7","40","불검출","불검출","적합"
"11","냉장명태","홋카이도","2014-7-7","2,040","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2014-7-7","1,560","불검출","불검출","적합"
"13","냉장준치","야마구치현","2014-7-7","128","불검출","불검출","적합"
"14","냉장돔(참돔)","후쿠오카현","2014-7-7","200","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2014-7-7","360","불검출","불검출","적합"
"16","냉장준치","구마모토현","2014-7-7","224","불검출","불검출","적합"
"17","냉동큰실말","오키나와현","2014-7-7","240","불검출","불검출","적합"
"18","마른멸치","나가사키현","2014-7-7","2,379","불검출","불검출","적합"
"19","냉동갈치","후쿠오카현","2014-7-7","22,331","불검출","불검출","적합"
