"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건47","-","-","223,073","-","-","-"
"1","활방어","오이타현","2015-12-15","9,912","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-12-15","7,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-12-15","5,388","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-12-15","7,500","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-12-15","7,500","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-12-15","7,448","불검출","불검출","적합"
"7","활가리비","홋카이도","2015-12-15","7,439","불검출","불검출","적합"
"8","활가리비","홋카이도","2015-12-15","6,755","불검출","불검출","적합"
"9","활방어","고치현","2015-12-15","245","불검출","불검출","적합"
"10","냉장병어","와카야마현","2015-12-15","728","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-12-15","100","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2015-12-15","8,978","불검출","불검출","적합"
"13","활가리비","홋카이도","2015-12-15","6,326","불검출","불검출","적합"
"14","냉장갈치","에히메현","2015-12-15","572","불검출","불검출","적합"
"15","냉장갈치","효고현","2015-12-15","72","불검출","불검출","적합"
