"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건35","-","-","99,171","-","-","-"
"1","냉동방어
(F,
포장횟감
)","구마모토현","2015-12-14","10,428","불검출","불검출","적합"
"2","활방어","에히메현","2015-12-14","7,760","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-12-14","7,000","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2015-12-14","101","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2015-12-14","9,445","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2015-12-14","2,160","불검출","불검출","적합"
"7","냉장갈치","야마구치현","2015-12-14","385","불검출","불검출","적합"
"8","냉장돔 참돔(
)","야마구치현","2015-12-14","185","불검출","불검출","적합"
"9","냉장돔 황돔(
)","야마구치현","2015-12-14","290","불검출","불검출","적합"
"10","냉장돔 황돔(
)","야마구치현","2015-12-14","95","불검출","불검출","적합"
"11","냉장가오리","야마구치현","2015-12-14","190","불검출","불검출","적합"
"12","냉장홍어","야마구치현","2015-12-14","410","불검출","불검출","적합"
"13","냉장명태","홋카이도","2015-12-14","3,410","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2015-12-14","8,393","불검출","불검출","적합"
"15","활꼬막","후쿠오카현","2015-12-14","3,160","불검출","불검출","적합"
