"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"16","냉장가오리","야마구치현","2016-10-19","70","불검출","불검출","적합"
"17","냉장홍어","홋카이도","2016-10-19","7,896","불검출","불검출","적합"
"18","냉장갈치","오이타현","2016-10-19","1,020","불검출","불검출","적합"
"19","냉장갈치","미야자키현","2016-10-19","700","불검출","불검출","적합"
"20","냉장돔(황돔)","야마구치현","2016-10-19","365","불검출","불검출","적합"
"21","냉장돔(황돔)","후쿠오카현","2016-10-19","20","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-10-19","3,600","불검출","불검출","적합"
"23","냉장갈치","오이타현","2016-10-19","265","불검출","불검출","적합"
"24","냉장갈치","후쿠오카현","2016-10-19","195","불검출","불검출","적합"
"25","냉장갈치","에히메현","2016-10-19","420","불검출","불검출","적합"
"26","냉장갈치","야마구치현","2016-10-19","195","불검출","불검출","적합"
"27","냉장돔(황돔)","야마구치현","2016-10-19","144","불검출","불검출","적합"
"28","냉장홍어","야마구치현","2016-10-19","230","불검출","불검출","적합"
"29","냉동다랑어
(참다랑어,F,횟감)","나가사키현","2016-10-19","28","불검출","불검출","적합"
"30","냉동다랑어
(참다랑어,F,횟감)","나가사키현","2016-10-19","29","불검출","불검출","적합"
"31","냉동오징어
(화살오징어)","나가사키현","2016-10-19","72","불검출","불검출","적합"
"32","냉동갈치","후쿠오카현","2016-10-19","585","불검출","불검출","적합"
"33","활우렁쉥이","홋카이도","2016-10-19","8,850","불검출","불검출","적합"
"34","냉동멸치","미야자키현","2016-10-19","24,000","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2016-10-19","8,042","불검출","불검출","적합"
"36","활우렁쉥이","홋카이도","2016-10-19","8,639","불검출","불검출","적합"
