"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"16","냉장갈치","오이타현","2016-10-20","530","불검출","불검출","적합"
"17","냉장갈치","미야자키현","2016-10-20","475","불검출","불검출","적합"
"18","냉장갈치","야마구치현","2016-10-20","130","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-10-20","3,000","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-10-20","3,000","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-10-20","2,300","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-10-20","1,898","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-10-20","1,360","불검출","불검출","적합"
"24","냉장갈치","오이타현","2016-10-20","60","불검출","불검출","적합"
"25","냉장돔(참돔)","야마구치현","2016-10-20","105","불검출","불검출","적합"
"26","냉장홍어","홋카이도","2016-10-20","4,324","불검출","불검출","적합"
"27","냉장돔(황돔)","야마구치현","2016-10-20","375","불검출","불검출","적합"
"28","활우렁쉥이","홋카이도","2016-10-20","7,885","불검출","불검출","적합"
"29","활우렁쉥이","홋카이도","2016-10-20","4,281","불검출","불검출","적합"
"30","활가리비","홋카이도","2016-10-20","2,578","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2016-10-20","8,448","불검출","불검출","적합"
"32","활가리비","홋카이도","2016-10-20","7,558","불검출","불검출","적합"
"33","활장어(먹장어)","후쿠오카현","2016-10-20","3,746","불검출","불검출","적합"
"34","활장어(먹장어)","후쿠오카현","2016-10-20","1,530","불검출","불검출","적합"
"35","활가리비","홋카이도","2016-10-20","14,553","불검출","불검출","적합"
"36","냉동개아지살
(가리비,횟감)","홋카이도","2016-10-20","3,046","불검출","불검출","적합"
