"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","136,229","-","-","-"
"1","냉동개아지살
(가리비,포장횟감)","홋카이도","2016-10-19","8,000","불검출","불검출","적합"
"2","염장어란
(연어알,캐비아대용)","홋카이도","2016-10-19","130","불검출","불검출","적합"
"3","마른다랑어
(가다랑어,훈제)","가고시마현","2016-10-19","10,800","불검출","불검출","적합"
"4","활돔(참돔)","고치현","2016-10-19","7,280","불검출","불검출","적합"
"5","활돔(참돔)","고치현","2016-10-19","9,086","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2016-10-19","7,000","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2016-10-19","7,015","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-10-19","5,607","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-10-19","2,300","불검출","불검출","적합"
"10","냉장갈치","오이타현","2016-10-19","250","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-10-19","3,000","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-10-19","3,000","불검출","불검출","적합"
"13","냉장전어","오사카부","2016-10-19","6,976","불검출","불검출","적합"
"14","냉장돔(참돔)","야마구치현","2016-10-19","105","불검출","불검출","적합"
"15","냉장돔(황돔)","야마구치현","2016-10-19","315","불검출","불검출","적합"
