"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","51,106.6","-","-","-"
"1","냉동다랑어
(눈다랑어,목살,횟감)","태평양","2016-10-21","221.8","불검출","불검출","적합"
"2","냉동다랑어
(눈다랑어,목살,횟감)","대서양","2016-10-21","297.8","불검출","불검출","적합"
"3","활꼬막","후쿠오카현","2016-10-21","540","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-10-21","2,508","불검출","불검출","적합"
"5","냉장갈치","후쿠오카현","2016-10-21","800","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-10-21","6,000","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-10-21","4,500","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-10-21","4,500","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-10-21","474","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2016-10-21","7,013","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-10-21","2,028","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2016-10-21","8,453","불검출","불검출","적합"
"13","냉장갈치","후쿠오카현","2016-10-21","3,776","불검출","불검출","적합"
"14","활가리비","홋카이도","2016-10-21","7,011","불검출","불검출","적합"
"15","활가리비","홋카이도","2016-10-21","2,984","불검출","불검출","적합"
