"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","4건","-","-","127,714","-","-","-"
"1","냉동꽁치","대만","2014-4-7","95,206","불검출","불검출","적합"
"2","냉동상어(흑기흉상어)","싱가포르","2014-4-7","1,702","불검출","불검출","적합"
"3","냉동상어(청상아리)","싱가포르","2014-4-7","6,806","불검출","불검출","적합"
"4","냉동고등어","중국","2014-4-7","24,000","불검출","불검출","적합"
