"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","34건","-","-","73,117","-","-","-"
"1","활장어(먹장어)","나가사키현","2014-4-8","1,755","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2014-4-8","2,087","불검출","불검출","적합"
"3","활장어(먹장어)","나가사키현","2014-4-8","1,907","불검출","불검출","적합"
"4","활돔(강담돔)","효고현","2014-4-8","1,245","불검출","불검출","적합"
"5","마른멸치","나가사키현","2014-4-8","7,280","불검출","불검출","적합"
"6","활돔(참돔)","에히메현","2014-4-8","3,002","불검출","불검출","적합"
"7","활돔(참돔)","에히메현","2014-4-8","14,841","불검출","불검출","적합"
"8","냉장홍어","야마구치현","2014-4-8","120","불검출","불검출","적합"
"9","냉장돔(황돔)","야마구치현","2014-4-8","295","불검출","불검출","적합"
"10","냉동다랑어(날개다랑어,F,횟감)","시즈오카현","2014-4-8","1,530","불검출","불검출","적합"
"11","냉장돔(참돔)","야마구치현","2014-4-8","780","불검출","불검출","적합"
"12","냉장홍어","야마구치현","2014-4-8","280","불검출","불검출","적합"
"13","냉장민어(수조기)","야마구치현","2014-4-8","117","불검출","불검출","적합"
"14","냉장가오리","야마구치현","2014-4-8","60","불검출","불검출","적합"
"15","활돔(돌돔)","미에현","2014-4-8","941","불검출","불검출","적합"
"16","활바리(능성어)","나가사키현","2014-4-8","424","불검출","불검출","적합"
"17","활돔(돌돔)","미야자키현","2014-4-8","315","불검출","불검출","적합"
"18","냉동개복치(F)","대서양","2014-4-8","5,399","불검출","불검출","적합"
"19","냉동새치(청새치)","대서양","2014-4-8","193","불검출","불검출","적합"
"20","활돔(돌돔)","오이타현","2014-4-8","631","불검출","불검출","적합"
"21","냉동기름치","대서양","2014-4-8","10,373","불검출","불검출","적합"
"22","냉장돔(참돔)","나가사키현","2014-4-8","250","불검출","불검출","적합"
"23","냉장갈치","에히메현","2014-4-8","192","불검출","불검출","적합"
"24","냉장명태","홋카이도","2014-4-8","3,830","불검출","불검출","적합"
"25","냉장명태","홋카이도","2014-4-8","3,820","불검출","불검출","적합"
"26","냉장명태","홋카이도","2014-4-8","117","불검출","불검출","적합"
