"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"67","카레","니가타현","2014-02-24","792","불검출","불검출","적합"
"68","카레","니가타현","2014-02-12","600","불검출","불검출","적합"
"69","카레","니가타현","2014-02-12","840","불검출","불검출","적합"
"70","카레","니가타현","2014-02-12","360","불검출","불검출","적합"
"71","복합조미식품","도치기현","2014-01-31","672","불검출","불검출","적합"
"72","소스류","도치기현","2014-02-19","79.2","불검출","불검출","적합"
"73","향신료조제품(고추냉이가공품)","사이타마현","2014-02-14","129","불검출","불검출","적합"
"74","당류가공품","오카야마현","2014-02-24","17,440","불검출","불검출","적합"
"75","글리신","가나가와현","2014-01-04","17,000","불검출","불검출","적합"
"76","청주","교토부","2014-03-14","135.9","불검출","불검출","적합"
"77","청주","교토부","2014-03-14","84","불검출","불검출","적합"
"78","청주","나라현","2014-03-20","86.4","불검출","불검출","적합"
"79","청주","오카야마현","2014-03-01","110","불검출","불검출","적합"
"80","청주","오카야마현","2014-03-01","110","불검출","불검출","적합"
"81","청주","오카야마현","2014-03-01","110","불검출","불검출","적합"
"82","청주","나라현","2014-03-17","270","불검출","불검출","적합"
"83","청주","후쿠오카현","2014-01-10","360","불검출","불검출","적합"
"84","복합조미식품","사이타마현","2014-03-03","750","불검출","불검출","적합"
"85","맥주","교토부","2014-02-21","142,672.32","불검출","불검출","적합"
"86","기타가공품","이바라키현","2014-03-11","27,000","불검출","불검출","적합"
"87","카레","니가타현","2014-02-05","432","불검출","불검출","적합"
"88","향신료조제품(고추냉이가공품)","나가노현","2014-02-04","129","불검출","불검출","적합"
"89","혼합제제","오사카부","2014-03-03","30","불검출","불검출","적합"
"90","혼합제제","오사카부","2014-03-04","30","불검출","불검출","적합"
"91","혼합제제","시가현","2014-03-06","1,000","불검출","불검출","적합"
"92","혼합제제","오사카부","2014-03-12","105","불검출","불검출","적합"
"93","혼합제제","오사카부","2014-03-05","30","불검출","불검출","적합"
"94","혼합제제","오사카부","2014-02-28","30","불검출","불검출","적합"
"95","기타천연착향료","오사카부","2014-03-03","30","불검출","불검출","적합"
"96","혼합제제","오사카부","2014-03-04","30","불검출","불검출","적합"
"97","기타가공품","시즈오카현","2013-12-02","340","불검출","불검출","적합"
"98","기타천연착향료","오사카부","2014-03-20","400","불검출","불검출","적합"
"99","즉석조리식품","시즈오카현","2014-02-12","233.6","불검출","불검출","적합"
"100","즉석조리식품","시즈오카현","2014-02-11","2,728","불검출","불검출","적합"
"101","소스류","아이치현","2013-12-27","142","불검출","불검출","적합"
