"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","혼합제제","효고현","2014-03-14","51","불검출","불검출","적합"
"18","혼합제제","효고현","2014-03-17","51","불검출","불검출","적합"
"19","혼합제제","효고현","2014-03-13","34","불검출","불검출","적합"
"20","카레","나가노현","2014-02-11","2,200","불검출","불검출","적합"
"21","복합조미식품","가나가와현","2014-02-02","55,000","불검출","불검출","적합"
"22","소스류","후쿠오카현","2014-03-17","3,216","불검출","불검출","적합"
"23","곡류가공품","후쿠오카현","2014-03-18","580","불검출","불검출","적합"
"24","혼합제제","나가노현","2014-01-17","48","불검출","불검출","적합"
"25","액상차","나가노현","2014-02-18","660","불검출","불검출","적합"
"26","혼합간장","구마모토현","2013-07-10","105","불검출","불검출","적합"
"27","청주","효고현","2014-02-19","432","불검출","불검출","적합"
"28","청주","효고현","2014-02-26","14.4","불검출","불검출","적합"
"29","청주","효고현","2014-03-03","1,620","불검출","불검출","적합"
"30","청주","효고현","2014-02-27","216","불검출","불검출","적합"
"31","청주","효고현","2013-12-04","172.8","불검출","불검출","적합"
"32","청주","효고현","2014-02-26","10.8","불검출","불검출","적합"
"33","청주","효고현","2014-03-05","540","불검출","불검출","적합"
"34","과.채가공품","와카야마현","2011-06-08","304","불검출","불검출","적합"
"35","오메가-3지방산함유유지(원료성)","아이치현","2013-12-04","112","불검출","불검출","적합"
"36","혼합제제","효고현","2014-03-18","34","불검출","불검출","적합"
"37","혼합제제","이바라키현","2014-03-10","40","불검출","불검출","적합"
"38","혼합제제","사이타마현","2013-07-22","35","불검출","불검출","적합"
"39","혼합제제","이바라키현","2014-02-28","20","불검출","불검출","적합"
"40","혼합제제","이바라키현","2014-03-13","40","불검출","불검출","적합"
"41","청주","훗카이도","2014-02-04","86.4","불검출","불검출","적합"
"42","청주","교토부","2014-02-13","43.2","불검출","불검출","적합"
"43","맥주","후쿠오카현","2014-02-25","68,520","불검출","불검출","적합"
"44","5'-이노신산이나트륨","가나가와현","2014-01-17","600","불검출","불검출","적합"
"45","청주","훗카이도","2014-02-13","86.4","불검출","불검출","적합"
"46","5'-이노신산이나트륨","가나가와현","2013-07-02","600","불검출","불검출","적합"
"47","글리세린지방산에스테르","미에현","2014-03-20","200","불검출","불검출","적합"
"48","프로테아제(곰팡이성:SAP)","아이치현","2013-12-11","21","불검출","불검출","적합"
"49","alpha-아밀라아제(비세균성)","아이치현","2014-03-18","31","불검출","불검출","적합"
"50","글루타미나아제","아이치현","2014-03-05","51","불검출","불검출","적합"
"51","혼합제제","시가현","2014-03-14","200","불검출","불검출","적합"
"52","청주","훗카이도","2014-02-10","86.4","불검출","불검출","적합"
"53","혼합제제","시가현","2014-03-18","1,000","불검출","불검출","적합"
"54","혼합제제","시가현","2014-03-20","25","불검출","불검출","적합"
"55","기타천연착향료","시가현","2014-03-07","1,050","불검출","불검출","적합"
"56","혼합제제","시가현","2014-03-17","40","불검출","불검출","적합"
"57","기타천연착향료","시가현","2014-03-11","200","불검출","불검출","적합"
"58","혼합제제","오사카부","2014-03-14","105","불검출","불검출","적합"
"59","기타천연착향료","야마나시현","2014-03-06","95","불검출","불검출","적합"
"60","기타천연착향료","야마나시현","2014-03-06","133","불검출","불검출","적합"
"61","젤라틴","오사카부","2013-11-12","400","불검출","불검출","적합"
"62","혼합제제","오사카부","2014-03-12","300","불검출","불검출","적합"
"63","혼합제제","오사카부","2014-03-12","50","불검출","불검출","적합"
"64","혼합제제","오이타현","2013-12-01","6,000","불검출","불검출","적합"
"65","카레","니가타현","2014-02-05","1,728","불검출","불검출","적합"
"66","카레","니가타현","2014-02-24","2,376","불검출","불검출","적합"
