"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","일반증류주","시즈오카현","2013-12-18","17,204","불검출","불검출","적합"
"18","과자(비스킷)","아이치현","2014-03-06","273.6","불검출","불검출","적합"
"19","유탕면류","이바라키현","2014-03-05","907.2","불검출","불검출","적합"
"20","유탕면류","이바라키현","2014-03-05","811.8","불검출","불검출","적합"
"21","유탕면류","이바라키현","2014-03-05","372.6","불검출","불검출","적합"
"22","유탕면류","도치기현","2014-02-26","172.8","불검출","불검출","적합"
"23","맥주","오이타현","2014-02-21","14,280","불검출","불검출","적합"
"24","맥주","오이타현","2014-02-21","14,760","불검출","불검출","적합"
"25","맥주","후쿠오카현","2014-01-28","32,988","불검출","불검출","적합"
"26","맥주","오이타현","2014-02-24","33,120","불검출","불검출","적합"
"27","혼합제제","사이타마현","2014-03-14","24","불검출","불검출","적합"
"28","혼합제제","사이타마현","2014-03-13","21","불검출","불검출","적합"
"29","혼합제제","시즈오카현","2014-02-12","4,250","불검출","불검출","적합"
"30","소스류","도치기현","2014-01-25","39.6","불검출","불검출","적합"
"31","소스류","훗카이도","2013-08-13","188","불검출","불검출","적합"
"32","소스류","오사카부","2014-02-23","6,750","불검출","불검출","적합"
"33","혼합제제","오사카부","2014-03-11","1,000","불검출","불검출","적합"
"34","청국장","이바라키현","2014-02-03","96","불검출","불검출","적합"
"35","알가공품","가고시마현","2014-01-14","180","불검출","불검출","적합"
"36","소스류","오사카부","2014-03-03","1,842.12","불검출","불검출","적합"
"37","혼합제제","사이타마현","2014-01-16","108","불검출","불검출","적합"
"38","혼합제제","사이타마현","2014-03-12","108","불검출","불검출","적합"
"39","혼합제제","사이타마현","2014-02-05","32","불검출","불검출","적합"
"40","혼합제제","사이타마현","2014-03-13","30","불검출","불검출","적합"
"41","소스류","효고현","2014-02-24","208.8","불검출","불검출","적합"
"42","소스류","오사카부","2014-02-25","128.52","불검출","불검출","적합"
"43","과자(스낵과자)","미에현","2014-03-04","10,734.05","불검출","불검출","적합"
"44","과자(스낵과자)","미에현","2014-02-28","1,410","불검출","불검출","적합"
"45","수산물가공품","후쿠시마현","2013-04-25","120","불검출","불검출","적합"
"46","칼슘","오키나와현","2013-11-25","31.1","불검출","불검출","적합"
"47","가공두부","후쿠오카현","2014-03-14","1,776.5","불검출","불검출","적합"
"48","과자(스낵과자)","나가노현","2013-12-24","138.6","불검출","불검출","적합"
"49","바닐라/두(열매)/건조","오사카부","2014-01-01","25","불검출","불검출","적합"
"50","복합조미식품","오사카부","2014-03-17","6,000","불검출","불검출","적합"
"51","복합조미식품","오사카부","2014-03-17","4,000","불검출","불검출","적합"
"52","소스류","오사카부","2014-03-17","414","불검출","불검출","적합"
"53","청주","니가타현","2014-02-26","5,464.8","불검출","불검출","적합"
"54","청주","니가타현","2014-02-25","918","불검출","불검출","적합"
"55","청주","구마모토현","2014-02-01","432","불검출","불검출","적합"
"56","청주","구마모토현","2014-02-01","1,625.4","불검출","불검출","적합"
"57","혼합제제","가나가와현","2014-03-10","95","불검출","불검출","적합"
"58","혼합제제","미에현","2013-12-12","200","불검출","불검출","적합"
"59","글리세린지방산에스테르","미에현","2013-11-29","208","불검출","불검출","적합"
"60","고형차","교토부","2014-03-06","1,000","불검출","불검출","적합"
"61","글리세린지방산에스테르","효고현","2013-12-26","20","불검출","불검출","적합"
"62","복합조미식품","후쿠오카현","2014-03-13","500","불검출","불검출","적합"
"63","기타주류","야마구치현","2014-01-28","500","불검출","불검출","적합"
"64","기타주류","야마구치현","2014-02-04","700","불검출","불검출","적합"
"65","혼합제제","효고현","2014-03-24","15","불검출","불검출","적합"
"66","혼합제제","도치기현","2014-03-11","210","불검출","불검출","적합"
