"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","","356  906,188","7","19,647","","268  805,434","6","2,145","75","78,962"
"3.31","95","153,439","0","0","78","107,262","3","1,106","14","45,071"
"4.1","86","84,201","0","0","73","79,721","0","0","13","4,481"
"4.2","77","181,891","6","1,674","41","161,106","0","0","30","19,111"
"4.3","98","486,657","1","17,973","76","457,345","3","1,039","18","10,299"
"4.4","","","","","","","","","",""
