"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","35건","-","-","72,231","-","-","-"
"1","활돔(참돔)","에히메현","2015-12-10","1,940","불검출","불검출","적합"
"2","활방어","에히메현","2015-12-10","9,730","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2015-12-10","4,728","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2015-12-10","9,994","불검출","불검출","적합"
"5","활문어","홋카이도","2015-12-10","2,500","불검출","불검출","적합"
"6","활장어(먹장어)","나가사키현","2015-12-10","2,980","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2015-12-10","9,294","불검출","불검출","적합"
"8","활꼬막","후쿠오카현","2015-12-10","3,040","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2015-12-10","560","불검출","불검출","적합"
"10","냉장갈치","야마구치현","2015-12-10","1,515","불검출","불검출","적합"
"11","냉장돔(참돔)","야마구치현","2015-12-10","250","불검출","불검출","적합"
"12","냉장돔(황돔)","야마구치현","2015-12-10","210","불검출","불검출","적합"
"13","냉장가오리","야마구치현","2015-12-10","120","불검출","불검출","적합"
"14","냉장홍어","야마구치현","2015-12-10","350","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2015-12-10","2,392","불검출","불검출","적합"
"16","냉장명태","홋카이도","2015-12-10","5,000","불검출","불검출","적합"
"17","냉장명태","홋카이도","2015-12-10","1,620","불검출","불검출","적합"
"18","냉동눈다랑어(목살)","태평양","2015-12-10","1,136","불검출","불검출","적합"
"19","냉동눈다랑어(F,횟감)","태평양","2015-12-10","1,030","불검출","불검출","적합"
"20","냉장갈치","오이타현","2015-12-10","395","불검출","불검출","적합"
"21","냉장돔(참돔)","후쿠오카현","2015-12-10","135","불검출","불검출","적합"
"22","냉장갈치","오이타현","2015-12-10","1,645","불검출","불검출","적합"
"23","냉장갈치","에히메현","2015-12-10","150","불검출","불검출","적합"
"24","냉장갈치","와카야마현","2015-12-10","136","불검출","불검출","적합"
"25","냉장갈치","오이타현","2015-12-10","380","불검출","불검출","적합"
"26","냉장갈치","오이타현","2015-12-10","1,720","불검출","불검출","적합"
