"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"27","냉장갈치","오이타현","2015-12-08","392","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2015-12-08","5,279","불검출","불검출","적합"
"29","냉장갈치","오이타현","2015-12-08","1,570","불검출","불검출","적합"
"30","냉장명태","홋카이도","2015-12-08","12,160","불검출","불검출","적합"
"31","냉장명태","홋카이도","2015-12-08","12,200","불검출","불검출","적합"
"32","냉장홍어","홋카이도","2015-12-08","387","불검출","불검출","적합"
"33","냉장갈치","효고현","2015-12-08","56","불검출","불검출","적합"
"34","냉장병어","효고현","2015-12-08","720","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2015-12-08","9,412","불검출","불검출","적합"
"36","활가리비","홋카이도","2015-12-08","6,995","불검출","불검출","적합"
"37","냉장명태","홋카이도","2015-12-08","3,600","불검출","불검출","적합"
"38","활가리비","홋카이도","2015-12-08","6,799","불검출","불검출","적합"
"39","냉장홍어","홋카이도","2015-12-08","12,180","불검출","불검출","적합"
"40","냉장홍어","홋카이도","2015-12-08","601","불검출","불검출","적합"
"41","활우렁쉥이","홋카이도","2015-12-08","4,823","불검출","불검출","적합"
"42","활우렁쉥이","홋카이도","2015-12-08","4,811","불검출","불검출","적합"
"43","활우렁쉥이","홋카이도","2015-12-08","4,940","불검출","불검출","적합"
"44","활가리비","홋카이도","2015-12-08","7,321","불검출","불검출","적합"
"45","활우렁쉥이","홋카이도","2015-12-08","17,991","불검출","불검출","적합"
"46","활우렁쉥이","홋카이도","2015-12-08","4,892","불검출","불검출","적합"
"47","활우렁쉥이","홋카이도","2015-12-08","8,835","불검출","불검출","적합"
"48","냉장갈치","오이타현","2015-12-08","295","불검출","불검출","적합"
"49","냉장갈치","히로시마현","2015-12-08","955","불검출","불검출","적합"
"50","냉장갈치","에히메현","2015-12-08","240","불검출","불검출","적합"
"51","활돔(강담돔)","에히메현","2015-12-08","229","불검출","불검출","적합"
"52","활방어","에히메현","2015-12-08","718","불검출","불검출","적합"
"53","활우렁쉥이","홋카이도","2015-12-08","9,379","불검출","불검출","적합"
"54","냉장돔(참돔)","나가사키현","2015-12-08","15","불검출","불검출","적합"
"55","냉장방어(부시리)","나가사키현","2015-12-08","25","불검출","불검출","적합"
"56","활우렁쉥이","홋카이도","2015-12-08","15,766","불검출","불검출","적합"
"57","활우렁쉥이","홋카이도","2015-12-08","2,443","불검출","불검출","적합"
"58","활가리비","홋카이도","2015-12-08","6,993","불검출","불검출","적합"
