"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","58건","-","-","311,549","-","-","-"
"1","활돔(참돔)","에히메현","2015-12-08","19,725","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2015-12-08","3,997","불검출","불검출","적합"
"3","활방어","에히메현","2015-12-08","5,680","불검출","불검출","적합"
"4","활돔(벵에돔)","에히메현","2015-12-08","1,884","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-12-08","7,197","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-12-08","3,225","불검출","불검출","적합"
"7","활가리비","홋카이도","2015-12-08","7,500","불검출","불검출","적합"
"8","활가리비","홋카이도","2015-12-08","4,332","불검출","불검출","적합"
"9","냉동참다랑어(F,횟감)","나가사키현","2015-12-08","9","불검출","불검출","적합"
"10","냉동전갱이(F)","나가사키현","2015-12-08","9","불검출","불검출","적합"
"11","냉동남방참다랑어","인도양","2015-12-08","14,905","불검출","불검출","적합"
"12","냉장명태","홋카이도","2015-12-08","23,140","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2015-12-08","9,425","불검출","불검출","적합"
"14","냉장명태","홋카이도","2015-12-08","3,000","불검출","불검출","적합"
"15","냉장갈치","야마구치현","2015-12-08","1,120","불검출","불검출","적합"
"16","냉장명태","홋카이도","2015-12-08","4,170","불검출","불검출","적합"
"17","활꼬막","사가현","2015-12-08","540","불검출","불검출","적합"
"18","활꼬막(새꼬막)","사가현","2015-12-08","1,240","불검출","불검출","적합"
"19","냉장명태","홋카이도","2015-12-08","3,000","불검출","불검출","적합"
"20","냉장명태","홋카이도","2015-12-08","4,500","불검출","불검출","적합"
"21","냉장홍어","홋카이도","2015-12-08","2,723","불검출","불검출","적합"
"22","활꼬막","사가현","2015-12-08","500","불검출","불검출","적합"
"23","활꼬막(새꼬막)","사가현","2015-12-08","1,200","불검출","불검출","적합"
"24","냉장갈치","에히메현","2015-12-08","560","불검출","불검출","적합"
"25","활우렁쉥이","홋카이도","2015-12-08","9,858","불검출","불검출","적합"
"26","냉장명태","홋카이도","2015-12-08","15,088","불검출","불검출","적합"
