"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","13건","-","-","38,187","-","-","-"
"1","활가리비","홋카이도","2014-7-10","7,000","불검출","불검출","적합"
"2","냉장돔(황돔)","야마구치현","2014-7-10","105","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-7-10","11,363","불검출","불검출","적합"
"4","활소라","나가사키현","2014-7-10","2,000","불검출","불검출","적합"
"5","냉장명태","홋카이도","2014-7-10","1,380","불검출","불검출","적합"
"6","냉장명태","홋카이도","2014-7-10","1,380","불검출","불검출","적합"
"7","냉장갈치","에히메현","2014-7-10","88","불검출","불검출","적합"
"8","냉장명태","홋카이도","2014-7-10","2,314","불검출","불검출","적합"
"9","활가리비","홋카이도","2014-7-10","6,965","불검출","불검출","적합"
"10","활장어(먹장어)","후쿠오카현","2014-7-10","2,912","불검출","불검출","적합"
"11","냉동개아지살(가리비)","홋카이도","2014-7-10","1,260","불검출","불검출","적합"
"12","냉동다랑어(눈다랑어,목살,횟감) 태평양","","2014-7-10","1,120","불검출","불검출","적합"
"13","활장어(붕장어)","후쿠오카현","2014-7-10","300","불검출","불검출","적합"
