"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","5건","-","-","92,861","-","-","-"
"1","냉동꽁치","대만","2014-7-9","22,110","불검출","불검출","적합"
"2","냉동상어(청상아리)","대만","2014-7-9","1,898","불검출","불검출","적합"
"3","냉동장어(갯장어)","파나마","2014-7-9","23,803","불검출","불검출","적합"
"4","냉동가자미(각시가자미) 러시아","","2014-7-9","23,100","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2014-7-9","21,950","불검출","불검출","적합"
