"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","23건","-","-","141,198","-","-","-"
"1","활돔(참돔)","에히메현","2014-7-8","8,347","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2014-7-8","7,376","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2014-7-8","5,632","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2014-7-8","4,271","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2014-7-8","13,617","불검출","불검출","적합"
"6","활돔(참돔)","에히메현","2014-7-8","5,050","불검출","불검출","적합"
"7","활가리비","홋카이도","2014-7-8","7,000","불검출","불검출","적합"
"8","활가리비","홋카이도","2014-7-8","7,000","불검출","불검출","적합"
"9","활가리비","홋카이도","2014-7-8","6,000","불검출","불검출","적합"
"10","활가리비","홋카이도","2014-7-8","7,000","불검출","불검출","적합"
"11","활가리비","홋카이도","2014-7-8","6,000","불검출","불검출","적합"
"12","활장어(먹장어)","나가사키현","2014-7-8","2,850","불검출","불검출","적합"
"13","냉장돔(황돔)","야마구치현","2014-7-8","65","불검출","불검출","적합"
"14","냉장돔(황돔)","후쿠오카현","2014-7-8","801","불검출","불검출","적합"
"15","냉장돔(황돔)","나가사키현","2014-7-8","167","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2014-7-8","1,617","불검출","불검출","적합"
"17","활돔(돌돔)","나가사키현","2014-7-8","378","불검출","불검출","적합"
"18","활가리비","홋카이도","2014-7-8","6,830","불검출","불검출","적합"
"19","활가리비","홋카이도","2014-7-8","13,342","불검출","불검출","적합"
"20","냉장갈치","에히메현","2014-7-8","240","불검출","불검출","적합"
"21","활가리비","홋카이도","2014-7-8","6,639","불검출","불검출","적합"
"22","활가리비","홋카이도","2014-7-8","6,976","불검출","불검출","적합"
"23","냉동가리비(외투막)","홋카이도","2014-7-8","24,000","불검출","불검출","적합"
