"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","293","1,054,252","0","0","192","1,000,111","9","2,538","92","51,603"
"1.22","87","119,495","0","0","60","116,924","1","720","26","1,851"
"1.23","65","325,942","0","0","51","321,978","0","0","14","3,964"
"1.24","62","72,357","0","0","35","47,891","5","1,561","22","22,905"
"1.25","79","536,458","0","0","46","513,318","3","257","30","22,883"
"","","","","","","","","","",""
