"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"2","냉동명태(F)","러시아","2019-06-18","23,500","불검출","불검출","적합"
"3","냉동바리","인도","2019-06-18","17,200","불검출","불검출","적합"
"4","냉동대구(머리)","러시아","2019-06-18","388","불검출","불검출","적합"
"5","냉동다랑어(눈다랑어,F,횟감)","마이크로네시아","2019-06-18","100","불검출","불검출","적합"
"6","냉동가자미(각시가자미)","러시아","2019-06-18","22,050","불검출","불검출","적합"
"7","냉동가자미(첨치가자미,F)","미국","2019-06-18","24,000","불검출","불검출","적합"
"8","냉동곤이(명태)","러시아","2019-06-18","70,515","불검출","불검출","적합"
"합계","","-","-","159,023","-","-","-"
