"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장준치","후쿠오카현","2019-06-18","133","불검출","불검출","적합"
"2","냉장갈치","와카야마현","2019-06-18","2,688","불검출","불검출","적합"
"3","냉장명태","홋카이도","2019-06-18","1,846","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2019-06-18","1,920","불검출","불검출","적합"
"5","냉장갈치","와카야마현","2019-06-18","760","불검출","불검출","적합"
"6","활가리비","홋카이도","2019-06-18","4,795","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2019-06-18","879","불검출","불검출","적합"
"8","활장어(먹장어)","후쿠오카현","2019-06-18","2,939","불검출","불검출","적합"
"9","활가리비","홋카이도","2019-06-18","8,117","불검출","불검출","적합"
"10","활가리비","홋카이도","2019-06-18","6,697","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2019-06-18","1,084","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-06-18","840","불검출","불검출","적합"
"13","활가리비","홋카이도","2019-06-18","3,196","불검출","불검출","적합"
"14","냉장홍어","야마구치현","2019-06-18","170","불검출","불검출","적합"
"15","냉장갈치","후쿠오카현","2019-06-18","140","불검출","불검출","적합"
"16","활가리비","홋카이도","2019-06-18","6,885","불검출","불검출","적합"
"17","활바리(능성어)","미에현","2019-06-18","1,229","불검출","불검출","적합"
"18","활돔(벤자리)","에히메현","2019-06-18","952","불검출","불검출","적합"
"19","활돔(참돔)","에히메현","2019-06-18","10,736","불검출","불검출","적합"
"20","활가리비","홋카이도","2019-06-18","6,910","불검출","불검출","적합"
