"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장가오리","야마구치현","2016-03-03","370","불검출","불검출","적합"
"17","활가리비","홋카이도","2016-03-03","6,908","불검출","불검출","적합"
"18","활가리비","홋카이도","2016-03-03","6,681","불검출","불검출","적합"
"19","활가리비","홋카이도","2016-03-03","1,450","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-03-03","9,750","불검출","불검출","적합"
"21","냉동다랑어 남방(
참다랑어)","인도양","2016-03-03","2,001","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2016-03-03","3,176","불검출","불검출","적합"
"23","활꼬막","사가현","2016-03-03","2,220","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-03-03","19,288","불검출","불검출","적합"
"25","냉장갈치","와카야마현","2016-03-03","1,096","불검출","불검출","적합"
"26","냉장갈치","히로시마현","2016-03-03","744","불검출","불검출","적합"
"27","냉장가오리","야마구치현","2016-03-03","150","불검출","불검출","적합"
"28","냉장홍어","야마구치현","2016-03-03","480","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2016-03-03","970","불검출","불검출","적합"
"30","냉장명태","홋카이도","2016-03-03","4,225","불검출","불검출","적합"
"31","냉장명태","홋카이도","2016-03-03","4,225","불검출","불검출","적합"
"32","냉장명태","홋카이도","2016-03-03","10,150","불검출","불검출","적합"
"33","냉장가오리","야마구치현","2016-03-03","180","불검출","불검출","적합"
