"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"34","냉장갈치","도쿠시마현","2016-03-03","1,670","불검출","불검출","적합"
"35","냉장갈치","후쿠오카현","2016-03-03","1,512","불검출","불검출","적합"
"36","냉장갈치","히로시마현","2016-03-03","1,955","불검출","불검출","적합"
"37","활가리비","홋카이도","2016-03-03","6,795","불검출","불검출","적합"
"38","냉장갈치","야마구치현","2016-03-03","1,752","불검출","불검출","적합"
"39","활해삼","나가사키현","2016-03-03","369","불검출","불검출","적합"
"40","냉장갈치","오이타현","2016-03-03","340","불검출","불검출","적합"
"41","냉장명태","홋카이도","2016-03-03","2,400","불검출","불검출","적합"
"42","냉장갈치","오이타현","2016-03-03","1,920","불검출","불검출","적합"
"43","냉동멸치","가고시마현","2016-03-03","23,990","불검출","불검출","적합"
"44","활가리비","홋카이도","2016-03-03","6,914","불검출","불검출","적합"
"45","활장어 먹장어
(
)","야마구치현","2016-03-03","1,847","불검출","불검출","적합"
"46","활게 참게(
)","야마구치현","2016-03-03","667","불검출","불검출","적합"
