"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장갈치","와카야마현","2016-03-02","936","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-03-02","4,225","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-03-02","4,225","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-03-02","2,000","불검출","불검출","적합"
"20","냉장갈치","와카야마현","2016-03-02","336","불검출","불검출","적합"
"21","냉장갈치","효고현","2016-03-02","336","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-03-02","2,150","불검출","불검출","적합"
"23","활해삼","시즈오카현","2016-03-02","596","불검출","불검출","적합"
"24","활돔 돌돔(
)","와카야마현","2016-03-02","194","불검출","불검출","적합"
"25","냉장갈치","오이타현","2016-03-02","1,855","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-03-02","9,300","불검출","불검출","적합"
"27","활장어 먹장어
(
)","나가사키현","2016-03-02","2,114","불검출","불검출","적합"
"28","냉장명태","홋카이도","2016-03-02","8,626","불검출","불검출","적합"
"29","활낙지","효고현","2016-03-02","114","불검출","불검출","적합"
"30","냉장홍어","홋카이도","2016-03-02","1,386","불검출","불검출","적합"
