"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","103","","390,649","","",""
"1","기타코코아가공품","시즈오카현","2015-12-12","114","불검출","불검출","적합"
"2","혼합제제","효고현","2016-02-04","45","불검출","불검출","적합"
"3","혼합제제","효고현","2016-02-04","120","불검출","불검출","적합"
"4","심황색소(울금색소)","오사카부","2016-01-13","900.6","불검출","불검출","적합"
"5","소주","미야자키현","2016-01-21","43.2","불검출","불검출","적합"
"6","청주","아키타현","2016-01-26","43.2","불검출","불검출","적합"
"7","과자(쿠키)","오사카부","2016-02-12","299.2","불검출","불검출","적합"
"8","빵류(그외 빵류)","오사카부","2016-02-09","150","불검출","불검출","적합"
"9","과자(쿠키)","오사카부","2016-02-15","62.4","불검출","불검출","적합"
"10","청주","효고현","2016-01-19","600","불검출","불검출","적합"
"11","청주","효고현","2016-01-18","72","불검출","불검출","적합"
"12","청주","효고현","2016-02-01","1,080","불검출","불검출","적합"
"13","청주","효고현","2016-01-08","216","불검출","불검출","적합"
"14","청주","효고현","2016-02-01","2,700","불검출","불검출","적합"
