"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건30","-","-","97,089","-","-","-"
"1","활가리비","홋카이도","2016-03-02","7,500","불검출","불검출","적합"
"2","냉장명태","홋카이도","2016-03-02","8,638","불검출","불검출","적합"
"3","냉장명태","홋카이도","2016-03-02","3,220","불검출","불검출","적합"
"4","냉장갈치","히로시마현","2016-03-02","192","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2016-03-02","2,331","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-03-02","12,920","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2016-03-02","1,696","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-03-02","3,090","불검출","불검출","적합"
"9","냉장갈치","오이타현","2016-03-02","525","불검출","불검출","적합"
"10","냉장갈치","히로시마현","2016-03-02","1,750","불검출","불검출","적합"
"11","냉장가오리","야마구치현","2016-03-02","220","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2016-03-02","5,160","불검출","불검출","적합"
"13","냉장민어 수조기
(
)","야마구치현","2016-03-02","70","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-03-02","1,790","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-03-02","9,594","불검출","불검출","적합"
