"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"48","볶은커피","사이타마현","2016-01-22","105","불검출","불검출","적합"
"49","양조간장","지바현","2015-10-26","4,212","불검출","불검출","적합"
"50","양조간장","지바현","2016-01-12","2,274.48","불검출","불검출","적합"
"51","소스류","지바현","2016-01-27","1,642.56","불검출","불검출","적합"
"52","소스류","지바현","2016-01-27","2,042.4","불검출","불검출","적합"
"53","소스류","지바현","2015-12-03","907.5","불검출","불검출","적합"
"54","소스류","지바현","2016-01-14","1,320","불검출","불검출","적합"
"55","과자(스낵과자)","사이타마현","2015-08-12","150","불검출","불검출","적합"
"56","과자(크래커)","아이치현","2016-01-25","211.2","불검출","불검출","적합"
"57","캔디류(사탕)","아이치현","2016-01-27","223.8","불검출","불검출","적합"
"58","캔디류(사탕)","오카야마현","2016-02-02","840","불검출","불검출","적합"
"59","과자(비스킷)","아이치현","2016-02-04","205.2","불검출","불검출","적합"
"60","과자(스낵과자)","사이타마현","2015-09-22","1,203","불검출","불검출","적합"
"61","청주","효고현","2016-02-01","432","불검출","불검출","적합"
"62","청주","효고현","2016-02-09","2,332.8","불검출","불검출","적합"
"63","청주","효고현","2016-02-16","1,399.68","불검출","불검출","적합"
"64","청주","효고현","2016-02-03","518.4","불검출","불검출","적합"
"65","청주","효고현","2016-02-04","518.4","불검출","불검출","적합"
"66","청주","효고현","2016-02-01","1,555.2","불검출","불검출","적합"
"67","액상커피","미에현","2015-12-13","540","불검출","불검출","적합"
"68","초콜릿가공품","사이타마현","2016-01-21","5,584","불검출","불검출","적합"
"69","인스턴트커피","미에현","2015-10-29","72","불검출","불검출","적합"
"70","혼합제제","효고현","2016-02-05","68","불검출","불검출","적합"
"71","건어포류","에히메현","2016-02-05","120","불검출","불검출","적합"
"72","양조간장","오사카부","2016-02-08","1,200","불검출","불검출","적합"
"73","소스류","에히메현","2016-01-13","720","불검출","불검출","적합"
"74","혼합제제","효고현","2016-02-03","51","불검출","불검출","적합"
"75","혼합제제","효고현","2016-02-05","34","불검출","불검출","적합"
"76","효모추출물제품","오이타현","2015-10-23","500","불검출","불검출","적합"
"77","향신료조제품(고추
냉이가공품)","사이타마현","2016-01-19","1,500","불검출","불검출","적합"
"78","트랜스글루코시다아제","시가현","2015-12-11","501","불검출","불검출","적합"
"79","혼합제제","군마현","2016-02-04","300","불검출","불검출","적합"
"80","맥주","오이타현","2016-01-19","82,800","불검출","불검출","적합"
"81","소스류","지바현","2016-01-11","300","불검출","불검출","적합"
