"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"84","캔디류","아이치현","2018-05-29","198","불검출","불검출","적합"
"85","캔디류","아이치현","2018-05-29","198","불검출","불검출","적합"
"86","캔디류","아이치현","2018-05-29","738","불검출","불검출","적합"
"87","캔디류","아이치현","2018-05-29","384","불검출","불검출","적합"
"88","과자","니가타현","2018-05-23","67","불검출","불검출","적합"
"89","초콜릿가공품","니가타현","2018-05-30","187","불검출","불검출","적합"
"90","초콜릿가공품","니가타현","2018-05-25","283","불검출","불검출","적합"
"91","볶은커피","미에현","2018-04-21","38","불검출","불검출","적합"
"92","볶은커피","오사카부","2018-03-26","2,661","불검출","불검출","적합"
"93","기타가공품","대한민국","2018-04-21","18,000","불검출","불검출","적합"
"94","소스","오사카부","2018-05-09","296","불검출","불검출","적합"
"95","과자","이바라키현","2018-05-17","292","불검출","불검출","적합"
"96","생면","사이타마현","2018-05-15","232","불검출","불검출","적합"
"97","생면","사이타마현","2018-05-15","259","불검출","불검출","적합"
"98","생면","사이타마현","2018-05-15","126","불검출","불검출","적합"
"99","생면","사이타마현","2018-05-15","1,230","불검출","불검출","적합"
"100","생면","사이타마현","2018-05-15","440","불검출","불검출","적합"
"101","맥주","오이타현","2018-04-28","49,266","불검출","불검출","적합"
"102","혼합제제","오카야마현","2018-05-21","75","불검출","불검출","적합"
"103","혼합제제","오카야마현","2018-05-18","360","불검출","불검출","적합"
"104","혼합제제","오카야마현","2018-05-15","300","불검출","불검출","적합"
"105","혼합제제","오카야마현","2018-04-20","15","불검출","불검출","적합"
"106","혼합제제","오카야마현","2018-05-18","390","불검출","불검출","적합"
"107","기타천연착향료","오카야마현","2018-04-18","120","불검출","불검출","적합"
"108","과·채가공품","오카야마현","2018-05-10","1,200","불검출","불검출","적합"
"109","혼합제제","오카야마현","2018-05-21","30","불검출","불검출","적합"
"110","청주","도치기현","2018-05-22","130","불검출","불검출","적합"
"111","청주","효고현","2018-05-18","144","불검출","불검출","적합"
"112","산화마그네슘","도쿠시마현","2018-05-16","1,500","불검출","불검출","적합"
"113","수산화마그네슘","도쿠시마현","2018-05-16","510","불검출","불검출","적합"
"114","국수","사가현","2018-05-16","173","불검출","불검출","적합"
"115","건면","사가현","2018-05-07","218","불검출","불검출","적합"
"116","건면","사가현","2018-05-16","759","불검출","불검출","적합"
"117","소스","사가현","2018-06-04","3,675","불검출","불검출","적합"
"118","소스","사가현","2018-05-28","3,243","불검출","불검출","적합"
