"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"5","냉동꽁치","대만","2018-09-20","22,250","적합","적합","적합"
"6","냉동명태(F)","러시아","2018-09-20","18,240","적합","적합","적합"
"7","냉동가자미(각시가자미)","러시아","2018-09-20","22,500","적합","적합","적합"
"8","냉동꽁치","대만","2018-09-20","22,460","적합","적합","적합"
"9","냉동꽁치","대만","2018-09-20","45,670","적합","적합","적합"
"10","냉동꽁치","대만","2018-09-20","22,581","적합","적합","적합"
"11","냉동꽁치","대만","2018-09-20","90,020","적합","적합","적합"
"12","냉동명태(F)","러시아","2018-09-20","19,350","적합","적합","적합"
"13","활장어(뱀장어)","모로코","2018-09-20","2,480","적합","적합","적합"
"14","냉동대구(F)","러시아","2018-09-20","9,150","적합","적합","적합"
"15","냉동명태(F)","러시아","2018-09-20","19,300","적합","적합","적합"
"16","냉동꽁치","대만","2018-09-20","20,865","적합","적합","적합"
"합계","","-","-","360,652","-","-","-"
