"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2018-09-21","4,588","적합","적합","적합"
"2","냉장홍어","홋카이도","2018-09-21","2,381","적합","적합","적합"
"3","냉장홍어","홋카이도","2018-09-21","1,960","적합","적합","적합"
"4","냉동개아지살(가리비,횟감)","홋카이도","2018-09-21","2,200","적합","적합","적합"
"5","냉장명태","홋카이도","2018-09-21","715","적합","적합","적합"
"6","활돔(참돔)","에히메현","2018-09-21","5,760","적합","적합","적합"
"7","활방어(잿방어)","에히메현","2018-09-21","967","적합","적합","적합"
"8","활돔(참돔)","에히메현","2018-09-21","7,282","적합","적합","적합"
"9","냉동다랑어(남방참다랑어,F,횟감) 대서양","","2018-09-21","522","적합","적합","적합"
"10","냉장명태","홋카이도","2018-09-21","1,300","적합","적합","적합"
"11","활장어(먹장어)","나가사키현","2018-09-21","805","적합","적합","적합"
"12","활우렁쉥이","홋카이도","2018-09-21","16,872","적합","적합","적합"
"13","활전갱이(흑점줄전갱이)","에히메현","2018-09-21","997","적합","적합","적합"
"14","활가리비","홋카이도","2018-09-21","7,730","적합","적합","적합"
"15","냉장병어","오카야마현","2018-09-21","53","적합","적합","적합"
"합계","","-","-","54,132","-","-","-"
