"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","11건","-","-","34,843","-","-","-"
"1","활돔(벵에돔)","오이타현","2014-8-7","806","불검출","불검출","적합"
"2","활게(대게)","홋카이도","2014-8-7","800","불검출","불검출","적합"
"3","활조개(접시조개)","홋카이도","2014-8-7","1,200","불검출","불검출","적합"
"4","활백합(비너스백합)","홋카이도","2014-8-7","3,500","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2014-8-7","1,166","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2014-8-7","7,875","불검출","불검출","적합"
"7","냉장명태","홋카이도","2014-8-7","1,680","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2014-8-7","611","불검출","불검출","적합"
"9","활가리비","홋카이도","2014-8-7","7,741","불검출","불검출","적합"
"10","냉장명태","홋카이도","2014-8-7","1,668","불검출","불검출","적합"
"11","활가리비","홋카이도","2014-8-7","7,796","불검출","불검출","적합"
