"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"19","마요네즈","효고현","2014-04-16","500","불검출","불검출","적합"
"20","드레싱","도쿄도","2014-04-10","180","불검출","불검출","적합"
"21","소스류","도쿄도","2014-04-08","90","불검출","불검출","적합"
"22","청주","효고현","2014-02-01","1,440","불검출","불검출","적합"
"23","혼합제제","효고현","2014-04-17","34","불검출","불검출","적합"
"24","소스류","훗카이도","2014-04-28","2,041","불검출","불검출","적합"
"25","기타가공품","지바현","2014-01-28","22.5","불검출","불검출","적합"
"26","기타가공품","지바현","2014-03-10","60","불검출","불검출","적합"
"27","청주","구마모토현","2014-04-01","360","불검출","불검출","적합"
"28","청주","구마모토현","2014-04-01","60","불검출","불검출","적합"
"29","수산물가공품","후쿠시마현","2014-04-17","1,200","불검출","불검출","적합"
"30","소스류","가나가와현","2014-04-21","825","불검출","불검출","적합"
"31","정제,가공을거쳐야하는식품원료","지바현","2014-04-07","170","불검출","불검출","적합"
"32","혼합장","효고현","2014-03-25","408","불검출","불검출","적합"
"33","과.채가공품","나가노현","2014-01-09","798","불검출","불검출","적합"
"34","소스류","야마구치현","2014-03-25","220","불검출","불검출","적합"
"35","인스턴트커피","미에현","2014-03-06","2,822.4","불검출","불검출","적합"
"36","혼합제제","오이타현","2014-04-17","200","불검출","불검출","적합"
"37","고춧가루","효고현","2014-04-25","100","불검출","불검출","적합"
"38","소스류","야마구치현","2014-03-20","220","불검출","불검출","적합"
"39","식용색소적색제102호","오사카부","2013-10-22","5.5","불검출","불검출","적합"
"40","기타주류","야마구치현","2014-04-04","420","불검출","불검출","적합"
"41","혼합제제","나가노현","2014-03-10","200","불검출","불검출","적합"
"42","식용색소황색제5호","오사카부","2013-09-19","5.5","불검출","불검출","적합"
"43","식용색소적색제3호","오사카부","2013-11-12","3","불검출","불검출","적합"
"44","기타주류","야마구치현","2014-03-24","340","불검출","불검출","적합"
"45","고춧가루","효고현","2014-04-25","100","불검출","불검출","적합"
"46","혼합제제","나가노현","2014-03-13","50","불검출","불검출","적합"
"47","발효식초","나라현","2014-03-06","204","불검출","불검출","적합"
"48","혼합제제","사이타마현","2014-04-14","750","불검출","불검출","적합"
"49","혼합제제","나가노현","2014-04-01","100","불검출","불검출","적합"
"50","맥주","후쿠오카현","2014-04-01","79,968","불검출","불검출","적합"
"51","소스류","오사카부","2014-01-31","320","불검출","불검출","적합"
"52","혼합제제","나가노현","2014-04-10","48","불검출","불검출","적합"
"53","과자(스낵과자)","사이타마현","2013-12-04","2,512","불검출","불검출","적합"
"54","당류가공품","오키나와현","2014-04-21","205.2","불검출","불검출","적합"
"55","볶은커피","오사카부","2014-04-23","1,382.4","불검출","불검출","적합"
"56","당류가공품","오키나와현","2014-04-21","600","불검출","불검출","적합"
"57","재제소금(재제조소금)","오키나와현","2014-04-23","120","불검출","불검출","적합"
"58","혼합제제","가나가와현","2014-05-09","50","불검출","불검출","적합"
"59","가공소금","도쿄도","2014-04-21","10.08","불검출","불검출","적합"
"60","가공소금","도쿄도","2014-04-14","10.8","불검출","불검출","적합"
"61","기타가공품","이바라키현","2014-04-08","5,400","불검출","불검출","적합"
"62","어묵","사가현","2014-04-01","600","불검출","불검출","적합"
"63","어묵","사가현","2014-02-01","600","불검출","불검출","적합"
"64","어묵","사가현","2014-04-01","1,884","불검출","불검출","적합"
"65","어묵","사가현","2014-04-01","600","불검출","불검출","적합"
"66","어묵","사가현","2014-03-01","600","불검출","불검출","적합"
"67","어묵","사가현","2014-04-01","588","불검출","불검출","적합"
"68","어묵","사가현","2014-02-01","700","불검출","불검출","적합"
