"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"69","어묵","사가현","2014-04-01","600","불검출","불검출","적합"
"70","어묵","사가현","2014-03-01","720","불검출","불검출","적합"
"71","과자(한과류)","나가노현","2014-04-08","1,344","불검출","불검출","적합"
"72","드레싱","오이타현","2014-04-02","34.5","불검출","불검출","적합"
"73","맥주","후쿠오카현","2014-03-01","40,400","불검출","불검출","적합"
"74","맥주","후쿠오카현","2014-03-01","109,125","불검출","불검출","적합"
"75","맥주","후쿠오카현","2014-03-13","235,200","불검출","불검출","적합"
"76","맥주","후쿠오카현","2014-03-12","15,783.6","불검출","불검출","적합"
"77","맥주","후쿠오카현","2014-02-27","122,220","불검출","불검출","적합"
"78","맥주","아이치현","2014-03-25","28,252.8","불검출","불검출","적합"
"79","혼합제제","야마가타현","2014-04-07","1,850","불검출","불검출","적합"
"80","소스류","후쿠오카현","2014-04-21","5,200","불검출","불검출","적합"
"81","소스류","후쿠오카현","2014-04-22","2,250","불검출","불검출","적합"
"82","소스류","오이타현","2014-01-17","35.4","불검출","불검출","적합"
"83","기타가공품","시즈오카현","2014-03-10","1,350","불검출","불검출","적합"
"84","양조간장","오이타현","2014-03-19","17.4","불검출","불검출","적합"
