"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","과자","히로시마현","2019-04-05","2,300","불검출","불검출","적합"
"16","캔디류","아이치현","2019-02-08","347","불검출","불검출","적합"
"17","카레(커리)","미야기현","2019-02-01","684","불검출","불검출","적합"
"18","카레(커리)","미야기현","2019-02-06","677","불검출","불검출","적합"
"19","카레(커리)","미야기현","2019-02-01","2,016","불검출","불검출","적합"
"20","청주","도야마현","2019-03-26","19,354","불검출","불검출","적합"
"21","청주","교토부","2019-04-01","12,096","불검출","불검출","적합"
"22","청주","교토부","2018-12-14","2,808","불검출","불검출","적합"
"23","청주","교토부","2019-01-28","6,220","불검출","불검출","적합"
"24","고형차","교토부","2019-04-01","1,000","불검출","불검출","적합"
"25","혼합제제","사이타마현","2019-03-26","36","불검출","불검출","적합"
"26","양념젓갈","후쿠오카현","2019-01-29","29","불검출","불검출","적합"
"27","청주","훗카이도","2019-03-13","724","불검출","불검출","적합"
"28","소스","지바현","2019-02-12","290","불검출","불검출","적합"
"29","건면","기후현","2019-02-09","100","불검출","불검출","적합"
"30","양념젓갈","후쿠오카현","2019-03-20","29","불검출","불검출","적합"
"31","양념젓갈","후쿠오카현","2019-03-20","54","불검출","불검출","적합"
"32","떡류","나가노현","2019-04-02","499","불검출","불검출","적합"
"33","캔디류","아이치현","2019-03-18","294","불검출","불검출","적합"
"34","캔디류","아이치현","2019-03-18","350","불검출","불검출","적합"
"35","캔디류","아이치현","2019-03-18","96","불검출","불검출","적합"
"36","절임식품","나가노현","2019-03-18","450","불검출","불검출","적합"
"37","캔디류","아이치현","2019-03-18","96","불검출","불검출","적합"
"38","캔디류","아이치현","2019-03-18","80","불검출","불검출","적합"
"39","과·채가공품","후쿠오카현","2019-03-18","400","불검출","불검출","적합"
"40","소스","후쿠오카현","2019-02-26","165","불검출","불검출","적합"
"41","소스","니가타현","2019-03-19","1,492","불검출","불검출","적합"
"42","소스","후쿠오카현","2019-03-26","200","불검출","불검출","적합"
"43","소스","니가타현","2019-03-12","8,564","불검출","불검출","적합"
"44","소스","니가타현","2019-03-04","6,480","불검출","불검출","적합"
"45","볶은커피","시즈오카현","2019-04-01","2,440","불검출","불검출","적합"
"46","볶은커피","시즈오카현","2019-04-02","14,592","불검출","불검출","적합"
"47","소스","후쿠오카현","2019-04-08","680","불검출","불검출","적합"
"48","볶은커피","시즈오카현","2019-02-26","1,620","불검출","불검출","적합"
"49","볶은커피","시즈오카현","2019-03-05","270","불검출","불검출","적합"
