"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"49","소스류","오사카부","2017-08-15","414","불검출","불검출","적합"
"50","복합조미식품","오사카부","2017-08-15","3,750","불검출","불검출","적합"
"51","두류가공품","오사카부","2017-02-01","1,005","불검출","불검출","적합"
"52","과자(스낵과자)","히로시마현","2017-08-09","2,124","불검출","불검출","적합"
"53","과자(스낵과자)","히로시마현","2017-08-08","991","불검출","불검출","적합"
"54","기타가공품","오사카부","2017-06-26","10","불검출","불검출","적합"
"55","복합조미식품","오사카부","2017-08-15","6,250","불검출","불검출","적합"
"56","과자(스낵과자)","니가타현","2017-08-19","1,224","불검출","불검출","적합"
"57","맥주","후쿠오카현","2017-07-25","48,750","불검출","불검출","적합"
"58","청주","돗토리현","2017-08-08","270","불검출","불검출","적합"
"59","청주","시즈오카현","2017-06-30","86","불검출","불검출","적합"
"60","빵류(파이)","훗카이도","2017-06-06","30","불검출","불검출","적합"
"61","청주","도치기현","2017-06-22","9,518","불검출","불검출","적합"
"62","빵류(카스텔라)","오사카부","2017-08-08","309","불검출","불검출","적합"
"63","과자(쿠키)","오사카부","2017-08-19","24","불검출","불검출","적합"
