"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동가자미","러시아","2017-09-07","645","불검출","불검출","적합"
"2","냉동다랑어(황다랑어,목살)","대만","2017-09-07","1,002","불검출","불검출","적합"
"3","냉동명태","러시아","2017-09-07","480,396","불검출","불검출","적합"
"4","냉동가자미(각시가자미)","러시아","2017-09-07","22,050","불검출","불검출","적합"
"5","냉동상어(청상아리)","대만","2017-09-07","24,800","불검출","불검출","적합"
"6","냉동명태(F)","러시아","2017-09-07","14,400","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2017-09-07","18,350","불검출","불검출","적합"
"8","냉동대구","러시아","2017-09-07","688","불검출","불검출","적합"
"9","냉동가자미","러시아","2017-09-07","3,741","불검출","불검출","적합"
"10","냉동명태(F)","러시아","2017-09-07","14,400","불검출","불검출","적합"
"11","냉동꽁치","대만","2017-09-07","22,580","불검출","불검출","적합"
"12","냉동가자미(각시가자미)","러시아","2017-09-07","22,000","불검출","불검출","적합"
"13","냉동명태","러시아","2017-09-07","10,980","불검출","불검출","적합"
"합계","","-","-","636,032","-","-","-"
