"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","67,261","-","-","-"
"1","마른해삼(자숙)","시마네현","2016-12-07","149","불검출","불검출","적합"
"2","활돔(강담돔)","미야자키현","2016-12-07","1,497","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-12-07","2,916","불검출","불검출","적합"
"4","활방어","에히메현","2016-12-07","1,841","불검출","불검출","적합"
"5","활돔(쥐돔)","미야자키현","2016-12-07","1,720","불검출","불검출","적합"
"6","냉동다랑어
(눈다랑어,F,횟감)","태평양","2016-12-07","330","불검출","불검출","적합"
"7","냉동다랑어
(눈다랑어,목살)","대서양","2016-12-07","20","불검출","불검출","적합"
"8","냉동다랑어
(눈다랑어,목살)","태평양","2016-12-07","755","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-12-07","2,900","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-12-07","2,900","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-12-07","2,500","불검출","불검출","적합"
"12","활꼬막(새꼬막)","사가현","2016-12-07","2,000","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-12-07","1,506","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-12-07","4,316","불검출","불검출","적합"
"15","활꼬막","사가현","2016-12-07","1,000","불검출","불검출","적합"
"16","활꼬막(새꼬막)","사가현","2016-12-07","2,800","불검출","불검출","적합"
"17","냉장갈치","오이타현","2016-12-07","585","불검출","불검출","적합"
"18","냉장가오리","야마구치현","2016-12-07","480","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-12-07","5,020","불검출","불검출","적합"
