"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"15","냉장갈치","후쿠오카현","2016-12-02","1,841","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2016-12-02","2,870","불검출","불검출","적합"
"17","냉장홍어","야마구치현","2016-12-02","330","불검출","불검출","적합"
"18","냉장갈치","후쿠오카현","2016-12-02","720","불검출","불검출","적합"
"19","냉장돔(황돔)","후쿠오카현","2016-12-02","148","불검출","불검출","적합"
"20","냉장갈치","오이타현","2016-12-02","835","불검출","불검출","적합"
"21","냉장갈치","야마구치현","2016-12-02","415","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-12-02","3,060","불검출","불검출","적합"
"23","냉장갈치","오이타현","2016-12-02","225","불검출","불검출","적합"
"24","냉장갈치","히로시마현","2016-12-02","120","불검출","불검출","적합"
"25","냉장갈치","후쿠오카현","2016-12-02","200","불검출","불검출","적합"
"26","활꼬막","후쿠오카현","2016-12-02","780","불검출","불검출","적합"
"27","냉동다랑어(남방
참다랑어,F,횟감)","대서양","2016-12-02","1,147","불검출","불검출","적합"
"28","냉동돔(참돔)","후쿠오카현","2016-12-02","2,370","불검출","불검출","적합"
"29","냉동돔(황돔)","후쿠오카현","2016-12-02","1,464","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2016-12-02","8,129","불검출","불검출","적합"
"31","활돔(벵에돔)","나가사키현","2016-12-02","1,488","불검출","불검출","적합"
"32","냉동갈치","후쿠오카현","2016-12-02","1,275","불검출","불검출","적합"
"33","냉동민어(수조기)","후쿠오카현","2016-12-02","600","불검출","불검출","적합"
