"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","26,083","-","-","-"
"1","냉동개아지살
(가리비,횟감)","홋카이도","2016-12-05","800","불검출","불검출","적합"
"2","활돔(참돔)","나가사키현","2016-12-05","4,726","불검출","불검출","적합"
"3","냉장명태","홋카이도","2016-12-05","3,660","불검출","불검출","적합"
"4","냉장갈치","에히메현","2016-12-05","260","불검출","불검출","적합"
"5","냉장갈치","오이타현","2016-12-05","695","불검출","불검출","적합"
"6","냉장갈치","야마구치현","2016-12-05","570","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-12-05","2,350","불검출","불검출","적합"
"8","냉장갈치","오이타현","2016-12-05","1,320","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2016-12-05","78","불검출","불검출","적합"
"10","냉장민어(수조기)","오카야마현","2016-12-05","12","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-12-05","427","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-12-05","3,913","불검출","불검출","적합"
"13","냉장가오리","야마구치현","2016-12-05","180","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2016-12-05","1,516","불검출","불검출","적합"
