"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"20","냉장명태","홋카이도","2016-12-06","1,704","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-12-06","860","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2016-12-06","8,299","불검출","불검출","적합"
"23","냉장명태","홋카이도","2016-12-06","5,000","불검출","불검출","적합"
"24","냉장홍어","홋카이도","2016-12-06","3,440","불검출","불검출","적합"
"25","냉장갈치","오이타현","2016-12-06","2,440","불검출","불검출","적합"
"26","냉장갈치","미야자키현","2016-12-06","735","불검출","불검출","적합"
"27","냉장갈치","야마구치현","2016-12-06","830","불검출","불검출","적합"
"28","냉장명태","홋카이도","2016-12-06","1,704","불검출","불검출","적합"
"29","냉장명태","홋카이도","2016-12-06","860","불검출","불검출","적합"
"30","냉장명태","홋카이도","2016-12-06","4,250","불검출","불검출","적합"
"31","냉장갈치","오이타현","2016-12-06","100","불검출","불검출","적합"
"32","냉장홍어","홋카이도","2016-12-06","2,329","불검출","불검출","적합"
"33","냉장명태","홋카이도","2016-12-06","5,250","불검출","불검출","적합"
"34","활가리비","홋카이도","2016-12-06","6,900","불검출","불검출","적합"
"35","활가리비","홋카이도","2016-12-06","7,476","불검출","불검출","적합"
"36","활장어(먹장어)","나가사키현","2016-12-06","1,052","불검출","불검출","적합"
"37","활우렁쉥이","홋카이도","2016-12-06","8,883","불검출","불검출","적합"
"38","활우렁쉥이","홋카이도","2016-12-06","9,495","불검출","불검출","적합"
"39","활우렁쉥이","홋카이도","2016-12-06","5,409","불검출","불검출","적합"
"40","활우렁쉥이","홋카이도","2016-12-06","4,903","불검출","불검출","적합"
"41","활우렁쉥이","홋카이도","2016-12-06","9,734","불검출","불검출","적합"
