"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","514,604","-","-","-"
"1","냉동고등어(F)","중국","2016-12-02","1,200","불검출","불검출","적합"
"2","냉동꽁치","대만","2016-12-02","165,498","불검출","불검출","적합"
"3","냉동꽁치","대만","2016-12-02","134,460","불검출","불검출","적합"
"4","냉동꽁치","대만","2016-12-02","16,901","불검출","불검출","적합"
"5","냉동꽁치","대만","2016-12-02","40,214","불검출","불검출","적합"
"6","냉동꽁치","대만","2016-12-02","23,750","불검출","불검출","적합"
"7","냉동가자미
(각시가자미)","러시아","2016-12-02","22,050","불검출","불검출","적합"
"8","냉동꽁치","대만","2016-12-02","23,750","불검출","불검출","적합"
"9","냉동꽁치","대만","2016-12-02","22,494","불검출","불검출","적합"
"10","냉동꽁치","대만","2016-12-02","64,287","불검출","불검출","적합"
