"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동대구(F)","러시아","2019-07-23","16,168","불검출","불검출","적합"
"2","냉동가자미(각시가자미)","러시아","2019-07-23","44,100","불검출","불검출","적합"
"3","냉동대구","러시아","2019-07-23","198,375","불검출","불검출","적합"
"4","냉동명태(F)","러시아","2019-07-23","23,500","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2019-07-23","19,100","불검출","불검출","적합"
"합계","","-","-","301,243","-","-","-"
