"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"35","냉장홍어","야마구치현","2016-12-29","204","불검출","불검출","적합"
"36","냉장돔(황돔)","야마구치현","2016-12-29","530","불검출","불검출","적합"
"37","냉장돔(참돔)","야마구치현","2016-12-29","970","불검출","불검출","적합"
"38","냉장갈치","후쿠오카현","2016-12-29","70","불검출","불검출","적합"
"39","냉장갈치","오이타현","2016-12-29","25","불검출","불검출","적합"
"40","냉장돔(황돔)","나가사키현","2016-12-29","548","불검출","불검출","적합"
"41","냉장갈치","가나가와현","2016-12-29","5,600","불검출","불검출","적합"
"42","냉장갈치","에히메현","2016-12-29","616","불검출","불검출","적합"
"43","활우렁쉥이","홋카이도","2016-12-29","9,557","불검출","불검출","적합"
"44","활우렁쉥이","홋카이도","2016-12-29","8,399","불검출","불검출","적합"
"45","활우렁쉥이","홋카이도","2016-12-29","9,119","불검출","불검출","적합"
"46","냉동갈치","후쿠오카현","2016-12-29","1,392","불검출","불검출","적합"
