"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","169,044","-","-","-"
"1","활가리비","홋카이도","2016-12-28","7,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-12-28","7,300","불검출","불검출","적합"
"3","냉장다랑어
(참다랑어)","나가사키현","2016-12-28","36","불검출","불검출","적합"
"4","냉동다랑어
(참다랑어,F,횟감)","홋카이도","2016-12-28","40","불검출","불검출","적합"
"5","냉동병어","가가와현","2016-12-28","3,412","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-12-28","4,320","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-12-28","4,310","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2016-12-28","1,260","불검출","불검출","적합"
"9","냉장돔(참돔)","후쿠오카현","2016-12-28","155","불검출","불검출","적합"
"10","냉장돔(황돔)","후쿠오카현","2016-12-28","104","불검출","불검출","적합"
"11","냉장병어","후쿠오카현","2016-12-28","150","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-12-28","1,950","불검출","불검출","적합"
"13","냉장갈치","후쿠오카현","2016-12-28","584","불검출","불검출","적합"
"14","냉장대구","홋카이도","2016-12-28","2,832","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2016-12-28","5,003","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-12-28","2,664","불검출","불검출","적합"
