"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","106,240","-","-","-"
"1","마른다랑어
(가다랑어,훈제)","가고시마현","2016-12-26","23,000","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2016-12-26","1,322","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-12-26","21,000","불검출","불검출","적합"
"4","냉장돔(황돔)","나가사키현","2016-12-26","520","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-12-26","3,850","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2016-12-26","6,034","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-12-26","1,176","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-12-26","3,200","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-12-26","2,900","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-12-26","2,500","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-12-26","2,900","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-12-26","1,006","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-12-26","2,000","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2016-12-26","1,997","불검출","불검출","적합"
"15","냉장갈치","후쿠오카현","2016-12-26","1,415","불검출","불검출","적합"
"16","냉장돔(황돔)","후쿠오카현","2016-12-26","64","불검출","불검출","적합"
