"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2016-12-28","1,764","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-12-28","8,090","불검출","불검출","적합"
"19","냉장갈치","에히메현","2016-12-28","512","불검출","불검출","적합"
"20","냉장갈치","오이타현","2016-12-28","775","불검출","불검출","적합"
"21","냉장갈치","야마구치현","2016-12-28","145","불검출","불검출","적합"
"22","냉장홍어","야마구치현","2016-12-28","504","불검출","불검출","적합"
"23","냉장돔(황돔)","야마구치현","2016-12-28","270","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-12-28","9,256","불검출","불검출","적합"
"25","냉장갈치","후쿠오카현","2016-12-28","672","불검출","불검출","적합"
"26","냉장갈치","오이타현","2016-12-28","1,020","불검출","불검출","적합"
"27","냉장갈치","후쿠오카현","2016-12-28","46","불검출","불검출","적합"
"28","냉장갈치","에히메현","2016-12-28","1,040","불검출","불검출","적합"
"29","냉장돔(황돔)","나가사키현","2016-12-28","544","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2016-12-28","8,962","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2016-12-28","4,499","불검출","불검출","적합"
"32","활우렁쉥이","홋카이도","2016-12-28","4,359","불검출","불검출","적합"
"33","활가리비","홋카이도","2016-12-28","7,017","불검출","불검출","적합"
"34","활가리비","홋카이도","2016-12-28","7,135","불검출","불검출","적합"
