"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","137,307.8","-","-","-"
"1","활우렁쉥이","홋카이도","2016-12-29","9,240","불검출","불검출","적합"
"2","냉장전갱이(흑점
줄전갱이)","후쿠오카현","2016-12-29","6","불검출","불검출","적합"
"3","냉장다랑어(가다
랑어)","후쿠오카현","2016-12-29","6","불검출","불검출","적합"
"4","냉장돔(금눈돔)","후쿠오카현","2016-12-29","4.8","불검출","불검출","적합"
"5","냉장가오리","야마구치현","2016-12-29","96","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-12-29","10,500","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-12-29","5,654","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-12-29","8,872","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2016-12-29","6,942","불검출","불검출","적합"
"10","냉장갈치","에히메현","2016-12-29","400","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-12-29","4,094","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-12-29","5,000","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-12-29","4,150","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-12-29","4,150","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-12-29","5,664","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-12-29","5,200","불검출","불검출","적합"
