"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","활가리비","홋카이도","2016-12-27","13,934","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2016-12-27","15,556","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-12-27","7,359","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2016-12-27","2,737","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-12-27","7,900","불검출","불검출","적합"
"22","냉장대구","홋카이도","2016-12-27","1,944","불검출","불검출","적합"
"23","냉장홍어","홋카이도","2016-12-27","3,585","불검출","불검출","적합"
"24","활우렁쉥이","홋카이도","2016-12-27","8,870","불검출","불검출","적합"
"25","냉장갈치","오이타현","2016-12-27","210","불검출","불검출","적합"
"26","활우렁쉥이","홋카이도","2016-12-27","6,628","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-12-27","7,896","불검출","불검출","적합"
"28","활우렁쉥이","홋카이도","2016-12-27","9,540","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2016-12-27","1,171","불검출","불검출","적합"
"30","냉장명태","홋카이도","2016-12-27","1,728","불검출","불검출","적합"
"31","냉장명태","홋카이도","2016-12-27","1,272","불검출","불검출","적합"
"32","냉장명태","홋카이도","2016-12-27","8,090","불검출","불검출","적합"
"33","냉장명태","홋카이도","2016-12-27","3,022","불검출","불검출","적합"
"34","냉장명태","홋카이도","2016-12-27","864","불검출","불검출","적합"
