"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장대구","홋카이도","2016-03-28","2,459","불검출","불검출","적합"
"18","냉장준치","구마모토현","2016-03-28","882","불검출","불검출","적합"
"19","냉장갈치","에히메현","2016-03-28","340","불검출","불검출","적합"
"20","냉장갈치","효고현","2016-03-28","504","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2016-03-28","744","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-03-28","1,800","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2016-03-28","744","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-03-28","1,800","불검출","불검출","적합"
"25","냉장가오리","에히메현","2016-03-28","310","불검출","불검출","적합"
"26","냉장갈치","오이타현","2016-03-28","570","불검출","불검출","적합"
"27","냉장갈치","효고현","2016-03-28","555","불검출","불검출","적합"
"28","냉장갈치","오이타현","2016-03-28","460","불검출","불검출","적합"
"29","활가리비","홋카이도","2016-03-28","14,181","불검출","불검출","적합"
"30","냉동새치
(
황새치 횟감
,F,
)","태평양","2016-03-28","1,500","불검출","불검출","적합"
"31","냉동가리비
(
외투막
)","홋카이도","2016-03-28","11,775","불검출","불검출","적합"
"32","냉장갈치","오이타현","2016-03-28","555","불검출","불검출","적합"
"33","냉장갈치","효고현","2016-03-28","216","불검출","불검출","적합"
