"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","78,975","-","-","-"
"1","활장어 먹장어
(
)","나가사키현","2016-03-28","1,838","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-03-28","14,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-03-28","7,140","불검출","불검출","적합"
"4","활돔 벵에돔
(
)","사가현","2016-03-28","1,299","불검출","불검출","적합"
"5","활장어 먹장어
(
)","가나가와현","2016-03-28","2,436","불검출","불검출","적합"
"6","냉장홍어","야마구치현","2016-03-28","240","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-03-28","2,398","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2016-03-28","1,875","불검출","불검출","적합"
"9","냉장돔 황돔(
)","야마구치현","2016-03-28","105","불검출","불검출","적합"
"10","냉장가오리","야마구치현","2016-03-28","90","불검출","불검출","적합"
"11","냉장홍어","야마구치현","2016-03-28","330","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-03-28","1,877","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-03-28","884","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2016-03-28","1,715","불검출","불검출","적합"
"15","냉장대구","홋카이도","2016-03-28","2,469","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-03-28","884","불검출","불검출","적합"
