"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","소스류","히로시마현","2016-02-04","660","불검출","불검출","적합"
"15","소스류","히로시마현","2016-03-03","660","불검출","불검출","적합"
"16","소스류","히로시마현","2016-02-25","528","불검출","불검출","적합"
"17","소스류","히로시마현","2016-01-20","455.76","불검출","불검출","적합"
"18","소스류","히로시마현","2015-10-06","86.1","불검출","불검출","적합"
"19","소스류","히로시마현","2016-03-03","990","불검출","불검출","적합"
"20","청주","기후현","2016-02-10","604.8","불검출","불검출","적합"
"21","청주","이와테현","2016-02-15","72","불검출","불검출","적합"
"22","청주","이와테현","2016-02-17","254.4","불검출","불검출","적합"
"23","소스류","히로시마현","2016-02-22","1,404","불검출","불검출","적합"
"24","소스류","히로시마현","2016-01-28","978.72","불검출","불검출","적합"
"25","소스류","히로시마현","2016-01-13","1,845","불검출","불검출","적합"
"26","소스류","히로시마현","2016-01-21","568.8","불검출","불검출","적합"
"27","소주","효고현","2015-09-30","216","불검출","불검출","적합"
"28","청주","구마모토현","2016-02-12","158.4","불검출","불검출","적합"
"29","청주","구마모토현","2016-02-24","872.64","불검출","불검출","적합"
"30","청주","지바현","2016-02-22","172.8","불검출","불검출","적합"
"31","과자(비스킷)","도쿠시마현","2015-10-28","450","불검출","불검출","적합"
"32","과자(한과류)","도쿠시마현","2015-10-25","540","불검출","불검출","적합"
"33","과자(한과류)","도쿠시마현","2015-10-25","540","불검출","불검출","적합"
"34","캔디류(사탕)","아이치현","2016-01-02","60","불검출","불검출","적합"
"35","초콜릿가공품","후쿠오카현","2016-01-02","318","불검출","불검출","적합"
"36","초콜릿가공품","후쿠오카현","2016-01-02","636","불검출","불검출","적합"
"37","청주","이와테현","2016-02-15","51.6","불검출","불검출","적합"
"38","향신료조제품","교토부","2015-12-08","64.8","불검출","불검출","적합"
"39","아연","지바현","2016-02-12","72","불검출","불검출","적합"
"40","캔디류(사탕)","미에현","2016-02-12","1,140.48","불검출","불검출","적합"
"41","캔디류(사탕)","미에현","2016-02-18","844.8","불검출","불검출","적합"
"42","캔디류(사탕)","미에현","2016-02-12","422.4","불검출","불검출","적합"
"43","조미된장","나가노현","2016-03-02","14,000","불검출","불검출","적합"
"44","고형차","후쿠오카현","2016-03-08","30.72","불검출","불검출","적합"
"45","과자(스낵과자)","아이치현","2016-02-22","176.4","불검출","불검출","적합"
"46","맥주","구마모토현","2016-02-21","6,272","불검출","불검출","적합"
"47","혼합제제","효고현","2016-03-10","85","불검출","불검출","적합"
