"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","88","","237,612","","",""
"1","소스류","후쿠오카현","2016-03-07","1,600","불검출","불검출","적합"
"2","청주","아오모리현","2016-03-02","43.2","불검출","불검출","적합"
"3","청주","이와테현","2016-02-09","49.11","불검출","불검출","적합"
"4","청주","이와테현","2016-02-23","18","불검출","불검출","적합"
"5","청주","이와테현","2016-03-01","864","불검출","불검출","적합"
"6","청주","이와테현","2016-03-01","129.6","불검출","불검출","적합"
"7","소스류","아오모리현","2016-01-26","691.2","불검출","불검출","적합"
"8","과자(비스킷)","아이치현","2016-02-29","860","불검출","불검출","적합"
"9","과자(스낵과자)","아이치현","2016-03-01","93.6","불검출","불검출","적합"
"10","과자(쿠키)","시가현","2016-03-01","1,404","불검출","불검출","적합"
"11","소스류","히로시마현","2016-02-15","610.8","불검출","불검출","적합"
"12","소스류","히로시마현","2016-02-15","1,260","불검출","불검출","적합"
"13","소스류","히로시마현","2016-02-04","655.5","불검출","불검출","적합"
