"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"82","혼합제제","오카야마현","2016-03-16","45","불검출","불검출","적합"
"83","인스턴트커피","스위스","","180","불검출","불검출","적합"
"84","청주","나라현","2016-03-15","86.4","불검출","불검출","적합"
"85","양조간장","효고현","2016-02-26","13,646.88","불검출","불검출","적합"
"86","추잉껌","아이치현","2016-03-16","3,402","불검출","불검출","적합"
"87","청주","나라현","2016-03-15","129.6","불검출","불검출","적합"
"88","청주","나라현","2016-03-15","129.6","불검출","불검출","적합"
"89","추잉껌","아이치현","2016-03-16","1,741.82","불검출","불검출","적합"
"90","맥주","후쿠오카현","2016-02-11","19,500","불검출","불검출","적합"
"91","추잉껌","아이치현","2016-03-16","3,402","불검출","불검출","적합"
"92","추잉껌","아이치현","2016-03-16","2,925.72","불검출","불검출","적합"
"93","맥주","후쿠오카현","2016-02-01","130,627.2","불검출","불검출","적합"
"94","양파/신선,냉장","훗카이도","","96,000","불검출","불검출","적합"
"95","L-메티오닌","야마구치현","2015-06-23","100","불검출","불검출","적합"
"96","소스류","에히메현","2016-03-08","10,058","불검출","불검출","적합"
"97","양파/신선,냉장","훗카이도","","72,000","불검출","불검출","적합"
"98","기타가공품","아오모리현","2015-10-17","2,010","불검출","불검출","적합"
"99","혼합제제","시즈오카현","2016-03-04","210","불검출","불검출","적합"
