"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"48","소스류","지바현","2016-02-16","566.4","불검출","불검출","적합"
"49","소스류","에히메현","2016-02-29","2,400","불검출","불검출","적합"
"50","소스류","지바현","2016-01-14","396","불검출","불검출","적합"
"51","곡류가공품","에히메현","2016-02-29","1,600","불검출","불검출","적합"
"52","소스류","지바현","2016-02-02","6,000","불검출","불검출","적합"
"53","소스류","지바현","2016-01-07","99.9","불검출","불검출","적합"
"54","소스류","지바현","2016-01-28","2,106","불검출","불검출","적합"
"55","양조간장","지바현","2015-11-02","11,372.4","불검출","불검출","적합"
"56","양조간장","지바현","2016-01-26","63.18","불검출","불검출","적합"
"57","소스류","도치기현","2015-12-16","90","불검출","불검출","적합"
"58","소스류","군마현","2016-01-18","630","불검출","불검출","적합"
"59","소스류","군마현","2016-02-17","990","불검출","불검출","적합"
"60","과자(스낵과자)","니가타현","2016-01-06","396.52","불검출","불검출","적합"
"61","과자(스낵과자)","니가타현","2015-12-08","251.25","불검출","불검출","적합"
"62","과자(스낵과자)","니가타현","2015-12-08","279","불검출","불검출","적합"
"63","소스류","히로시마현","2016-02-24","108","불검출","불검출","적합"
"64","소스류","히로시마현","2016-02-18","360","불검출","불검출","적합"
"65","소스류","히로시마현","2015-12-02","864","불검출","불검출","적합"
"66","소스류","아이치현","2016-02-01","216","불검출","불검출","적합"
"67","기타전분","가고시마현","2015-11-09","20","불검출","불검출","적합"
"68","곡류가공품","아이치현","2016-02-12","6.3","불검출","불검출","적합"
"69","된장","교토부","2016-02-15","40","불검출","불검출","적합"
"70","혼합장","교토부","2016-02-24","72","불검출","불검출","적합"
"71","된장","아이치현","2016-02-19","20","불검출","불검출","적합"
"72","캔디류(사탕)","아이치현","2016-03-07","450","불검출","불검출","적합"
"73","향신료조제품","오사카부","2016-01-29","3.6","불검출","불검출","적합"
"74","합성착향료","도쿄도","2016-03-08","30","불검출","불검출","적합"
"75","캔디류(사탕)","아이치현","2016-02-09","201.6","불검출","불검출","적합"
"76","농산물조림","도쿠시마현","2015-12-21","24","불검출","불검출","적합"
"77","당면","나라현","2016-02-01","50","불검출","불검출","적합"
"78","소스류","훗카이도","2016-01-21","4,800","불검출","불검출","적합"
"79","소스류","훗카이도","2016-02-28","312","불검출","불검출","적합"
"80","소스류","시즈오카현","2016-02-17","54","불검출","불검출","적합"
"81","액상차","시가현","2016-02-15","8,400","불검출","불검출","적합"
