"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"48","혼합제제","시즈오카현","2018-10-26","1,012","불검출","불검출","적합"
"49","젤라틴","시즈오카현","2018-08-16","600","불검출","불검출","적합"
"50","청주","돗토리현","2018-10-30","72","불검출","불검출","적합"
"51","청주","돗토리현","2018-10-30","173","불검출","불검출","적합"
"52","청주","사가현","2018-09-17","69","불검출","불검출","적합"
"53","청주","사가현","2018-10-04","86","불검출","불검출","적합"
"54","과자","아이치현","2018-11-05","130","불검출","불검출","적합"
"55","빵류","나가노현","2018-11-05","600","불검출","불검출","적합"
"56","과자","니가타현","2018-10-04","605","불검출","불검출","적합"
"57","청주","아키타현","2018-11-09","432","불검출","불검출","적합"
"58","시클로덱스트린시
럽","시즈오카현","2018-07-03","3,000","불검출","불검출","적합"
"59","혼합제제","효고현","2018-11-08","30","불검출","불검출","적합"
"60","혼합제제","히로시마현","2018-11-08","15","불검출","불검출","적합"
"61","혼합제제","오사카부","2018-10-23","162","불검출","불검출","적합"
"62","혼합제제","오카야마현","2018-11-14","30","불검출","불검출","적합"
"63","기타가공품","오키나와현","2018-11-06","1,000","불검출","불검출","적합"
"64","유탕면","후쿠오카현","2018-10-17","351","불검출","불검출","적합"
"65","유탕면","후쿠오카현","2018-10-19","369","불검출","불검출","적합"
"66","염화마그네슘","오카야마현","2018-10-29","12,000","불검출","불검출","적합"
"67","소스","후쿠오카현","2018-11-09","300","불검출","불검출","적합"
"68","소스","후쿠오카현","2018-10-26","660","불검출","불검출","적합"
"69","소스","후쿠오카현","2018-11-08","500","불검출","불검출","적합"
"70","소스","후쿠오카현","2018-11-06","3,375","불검출","불검출","적합"
"71","맥주","교토부","2018-10-12","1,584","불검출","불검출","적합"
"72","과자","니가타현","2018-10-01","146","불검출","불검출","적합"
"73","과자","니가타현","2018-10-01","101","불검출","불검출","적합"
"74","과자","니가타현","2018-10-01","398","불검출","불검출","적합"
"75","과자","니가타현","2018-10-01","648","불검출","불검출","적합"
"76","과자","니가타현","2018-10-16","79","불검출","불검출","적합"
"77","과자","니가타현","2018-10-16","78","불검출","불검출","적합"
"78","과자","니가타현","2018-10-18","18","불검출","불검출","적합"
"79","맥주","교토부","2018-10-04","256,810","불검출","불검출","적합"
"80","즉석조리식품","나가노현","2018-07-09","101","불검출","불검출","적합"
